time,temp_2m,shortwave_radiation,wind_speed_10m,pressure_msl,cloud_cover
2026-05-13 04:00:00,6.8,0.0,6.3,696.0,100
2026-05-13 05:00:00,7.0,0.0,5.7,696.0,100
2026-05-13 06:00:00,7.1,0.0,6.5,696.3,100
2026-05-13 07:00:00,7.9,37.0,6.3,697.6,89
2026-05-13 08:00:00,9.6,225.0,9.3,698.8,100
2026-05-13 09:00:00,11.3,374.0,11.6,700.0,98
2026-05-13 10:00:00,12.4,464.0,11.6,700.6,100
2026-05-13 11:00:00,13.3,591.0,11.7,700.9,100
2026-05-13 12:00:00,13.7,680.0,12.0,700.6,91
2026-05-13 13:00:00,13.9,826.0,11.1,700.6,94
2026-05-13 14:00:00,13.6,726.0,13.2,699.5,92
2026-05-13 15:00:00,13.4,612.0,12.8,698.7,86
2026-05-13 16:00:00,12.4,400.0,12.2,697.6,93
2026-05-13 17:00:00,11.4,271.0,11.0,697.2,91
2026-05-13 18:00:00,9.8,83.0,9.2,696.8,98
2026-05-13 19:00:00,8.9,1.0,7.5,697.2,91
2026-05-13 20:00:00,7.9,0.0,7.3,697.1,97
2026-05-13 21:00:00,7.9,0.0,6.3,697.6,100
2026-05-13 22:00:00,8.3,0.0,6.2,697.8,100
2026-05-13 23:00:00,8.6,0.0,6.8,697.8,100
2026-05-14 00:00:00,8.6,0.0,6.5,697.3,100
2026-05-14 01:00:00,8.8,0.0,4.8,697.1,100
2026-05-14 02:00:00,8.3,0.0,6.6,696.0,100
2026-05-14 03:00:00,8.3,0.0,6.9,695.7,100
2026-05-14 04:00:00,8.4,0.0,6.8,695.5,100
2026-05-14 05:00:00,8.2,0.0,6.2,695.5,100
2026-05-14 06:00:00,8.4,0.0,6.3,695.9,98
2026-05-14 07:00:00,8.6,40.0,4.6,697.2,100
2026-05-14 08:00:00,9.5,153.0,7.4,698.3,73
2026-05-14 09:00:00,11.7,408.0,9.5,699.7,88
2026-05-14 10:00:00,13.3,567.0,10.8,700.5,100
2026-05-14 11:00:00,14.4,652.0,12.3,700.8,99
2026-05-14 12:00:00,14.8,797.0,13.4,700.6,46
